Hostel_ID,Hostel_Name,Address,Room_Number,Room_Type,Capacity
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",25,Блок,4
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",26,Блок,4
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",27,Блок,4
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",28,Блок,4
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",29,Блок,4
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",30,Блок,4
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",31,Блок,4
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",32,Блок,4
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",33,Блок,4
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",34,Блок,4
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",35,Блок,4
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",36,Блок,4
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",37,Блок,4
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",38,Блок,4
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",39,Блок,4
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",40,Блок,4
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",41,Блок,4
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",42,Блок,4
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",43,Блок,4
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",44,Блок,4
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",45,Блок,4
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",46,Блок,4
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",47,Блок,4
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",48,Блок,4
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",49,Блок,4
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",50,Блок,4
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",51,Блок,4
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",52,Блок,4
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",53,Блок,4
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",54,Блок,4
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",55,Коридорная,2
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",56,Коридорная,2
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",57,Коридорная,2
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",58,Коридорная,2
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",59,Коридорная,2
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",60,Коридорная,2
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",61,Коридорная,2
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",62,Коридорная,2
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",63,Коридорная,2
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",64,Коридорная,2
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",65,Коридорная,2
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",66,Коридорная,2
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",67,Коридорная,2
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",68,Коридорная,2
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",69,Коридорная,2
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",70,Коридорная,2
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",71,Коридорная,2
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",72,Коридорная,2
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",73,Коридорная,2
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",74,Коридорная,2
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",75,Коридорная,2
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",76,Коридорная,2
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",77,Коридорная,2
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",78,Коридорная,2
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",79,Коридорная,2
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",80,Коридорная,2
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",81,Коридорная,2
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",82,Коридорная,2
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",83,Коридорная,2
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",84,Коридорная,2
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",85,Коридорная,2
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",86,Коридорная,2
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",87,Коридорная,2
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",88,Коридорная,2
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",89,Коридорная,2
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",90,Коридорная,2
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",91,Коридорная,2
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",92,Коридорная,2
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",93,Коридорная,2
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",94,Коридорная,2
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",95,Коридорная,2
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",96,Коридорная,2
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",97,Коридорная,2
5,Общежитие №5,"Москва, Кибальчича ул., д. 7",98,Коридорная,2
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",1,Квартира с 3-мя комнатами по 3 человека,9
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",2,Квартира с 3-мя комнатами по 3 человека,9
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",3,Квартира с 3-мя комнатами по 3 человека,9
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",4,Квартира с 3-мя комнатами по 3 человека,9
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",5,Квартира с 3-мя комнатами по 3 человека,9
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",6,Квартира с 3-мя комнатами по 3 человека,9
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",7,Квартира с 3-мя комнатами по 3 человека,9
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",8,Квартира с 3-мя комнатами по 3 человека,9
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",9,Квартира с 3-мя комнатами по 3 человека,9
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",10,Квартира с 3-мя комнатами по 3 человека,9
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",11,Квартира с 3-мя комнатами по 3 человека,9
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",12,Квартира с 3-мя комнатами по 3 человека,9
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",13,Квартира с 3-мя комнатами по 3 человека,9
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",14,Квартира с 3-мя комнатами по 3 человека,9
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",15,Квартира с 3-мя комнатами по 3 человека,9
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",16,Квартира с 3-мя комнатами по 3 человека,9
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",17,Квартира с 3-мя комнатами по 3 человека,9
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",18,Квартира с 3-мя комнатами по 3 человека,9
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",19,Квартира с 3-мя комнатами по 3 человека,9
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",20,Квартира с 3-мя комнатами по 3 человека,9
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",21,Квартира с 3-мя комнатами по 3 человека,9
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",22,Квартира с 3-мя комнатами по 3 человека,9
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",23,Квартира с 3-мя комнатами по 3 человека,9
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",24,Квартира с 3-мя комнатами по 3 человека,9
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",25,Квартира с 3-мя комнатами по 3 человека,9
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",26,Квартира с 3-мя комнатами по 3 человека,9
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",27,Квартира с 3-мя комнатами по 3 человека,9
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",28,Квартира с 3-мя комнатами по 3 человека,9
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",29,Квартира с 3-мя комнатами по 3 человека,9
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",30,Квартира с 3-мя комнатами по 3 человека,9
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",31,Квартира с 3-мя комнатами по 3 человека,9
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",32,Квартира с 3-мя комнатами по 3 человека,9
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",33,Квартира с 3-мя комнатами по 3 человека,9
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",34,Квартира с 3-мя комнатами по 3 человека,9
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",35,Квартира с 3-мя комнатами по 3 человека,9
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",36,Квартира с 3-мя комнатами по 3 человека,9
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",37,Квартира с 3-мя комнатами по 3 человека,9
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",38,Квартира с 3-мя комнатами по 3 человека,9
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",39,Квартира с 3-мя комнатами по 3 человека,9
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",40,Квартира с 3-мя комнатами по 3 человека,9
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",41,Квартира с 3-мя комнатами по 3 человека,9
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",42,Квартира с 3-мя комнатами по 3 человека,9
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",43,Квартира с 3-мя комнатами по 3 человека,9
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",44,Квартира с 3-мя комнатами по 3 человека,9
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",45,Квартира с 3-мя комнатами по 3 человека,9
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",46,Квартира с 3-мя комнатами по 3 человека,9
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",47,Квартира с 3-мя комнатами по 3 человека,9
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",48,Квартира с 3-мя комнатами по 3 человека,9
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",49,Квартира с 3-мя комнатами по 3 человека,9
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",50,Квартира с 3-мя комнатами по 3 человека,9
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",51,Квартира с 3-мя комнатами по 3 человека,9
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",52,Квартира с 3-мя комнатами по 3 человека,9
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",53,Квартира с 3-мя комнатами по 3 человека,9
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",54,Квартира с 3-мя комнатами по 3 человека,9
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",55,Квартира с 3-мя комнатами по 3 человека,9
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",56,Квартира с 3-мя комнатами по 3 человека,9
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",57,Квартира с 3-мя комнатами по 3 человека,9
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",58,Квартира с 3-мя комнатами по 3 человека,9
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",59,Квартира с 3-мя комнатами по 3 человека,9
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",60,Квартира с 3-мя комнатами по 3 человека,9
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",61,Квартира с 3-мя комнатами по 3 человека,9
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",62,Квартира с 3-мя комнатами по 3 человека,9
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",63,Квартира с 3-мя комнатами по 3 человека,9
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",64,Квартира с 3-мя комнатами по 3 человека,9
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",65,Квартира с 3-мя комнатами по 3 человека,9
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",66,Квартира с 3-мя комнатами по 3 человека,9
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",67,Квартира с 3-мя комнатами по 3 человека,9
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",68,Квартира с 3-мя комнатами по 3 человека,9
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",69,Квартира с 3-мя комнатами по 3 человека,9
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",70,Квартира с 3-мя комнатами по 3 человека,9
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",71,Квартира с 3-мя комнатами по 3 человека,9
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",72,Квартира с 3-мя комнатами по 3 человека,9
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",73,Квартира с 3-мя комнатами по 3 человека,9
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",74,Квартира с 3-мя комнатами по 3 человека,9
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",75,Квартира с 3-мя комнатами по 3 человека,9
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",76,Квартира с 3-мя комнатами по 3 человека,9
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",77,Квартира с 3-мя комнатами по 3 человека,9
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",78,Квартира с 3-мя комнатами по 3 человека,9
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",79,Квартира с 3-мя комнатами по 3 человека,9
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",80,Квартира с 3-мя комнатами по 3 человека,9
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",81,Квартира с 3-мя комнатами по 3 человека,9
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",82,Квартира с 3-мя комнатами по 3 человека,9
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",83,Квартира с 3-мя комнатами по 3 человека,9
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",84,Квартира с 3-мя комнатами по 3 человека,9
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",85,Квартира с 3-мя комнатами по 3 человека,9
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",86,Квартира с 3-мя комнатами по 3 человека,9
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",87,Квартира с 3-мя комнатами по 3 человека,9
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",88,Квартира с 3-мя комнатами по 3 человека,9
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",89,Однокомнатная квартира,2
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",90,Однокомнатная квартира,2
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",91,Однокомнатная квартира,2
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",92,Однокомнатная квартира,2
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",93,Однокомнатная квартира,2
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",94,Однокомнатная квартира,2
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",95,Однокомнатная квартира,2
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",96,Однокомнатная квартира,2
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",97,Однокомнатная квартира,2
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",98,Однокомнатная квартира,2
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",99,Однокомнатная квартира,2
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",100,Однокомнатная квартира,2
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",101,Однокомнатная квартира,2
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",102,Однокомнатная квартира,2
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",103,Однокомнатная квартира,2
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",104,Однокомнатная квартира,2
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",105,Однокомнатная квартира,2
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",106,Однокомнатная квартира,2
6,Общежитие №6,"Московская область, г. Одинцово, Комсомольская ул., д. 1",107,Однокомнатная квартира,2
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",1,Двухместная комната,2
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",2,Двухместная комната,2
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",3,Двухместная комната,2
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",4,Двухместная комната,2
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",5,Двухместная комната,2
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",6,Двухместная комната,2
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",7,Двухместная комната,2
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",8,Двухместная комната,2
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",9,Двухместная комната,2
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",10,Двухместная комната,2
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",11,Двухместная комната,2
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",12,Двухместная комната,2
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",13,Двухместная комната,2
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",14,Двухместная комната,2
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",15,Двухместная комната,2
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",16,Двухместная комната,2
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",17,Двухместная комната,2
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",18,Двухместная комната,2
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",19,Двухместная комната,2
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",20,Двухместная комната,2
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",21,Двухместная комната,2
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",22,Двухместная комната,2
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",23,Двухместная комната,2
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",24,Двухместная комната,2
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",25,Двухместная комната,2
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",26,Двухместная комната,2
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",27,Двухместная комната,2
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",28,Двухместная комната,2
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",29,Двухместная комната,2
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",30,Двухместная комната,2
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",31,Двухместная комната,2
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",32,Двухместная комната,2
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",33,Двухместная комната,2
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",34,Двухместная комната,2
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",35,Двухместная комната,2
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",36,Двухместная комната,2
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",37,Двухместная комната,2
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",38,Двухместная комната,2
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",39,Двухместная комната,2
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",40,Двухместная комната,2
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",41,Двухместная комната,2
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",42,Двухместная комната,2
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",43,Двухместная комната,2
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",44,Двухместная комната,2
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",45,Двухместная комната,2
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",46,Двухместная комната,2
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",47,Двухместная комната,2
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",48,Двухместная комната,2
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",49,Двухместная комната,2
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",50,Двухместная комната,2
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",51,Двухместная комната,2
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",52,Двухместная комната,2
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",53,Двухместная комната,2
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",54,Двухместная комната,2
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",55,Двухместная комната,2
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",56,Двухместная комната,2
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",57,Двухместная комната,2
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",58,Двухместная комната,2
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",59,Двухместная комната,2
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",60,Двухместная комната,2
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",61,Двухместная комната,2
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",62,Двухместная комната,2
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",63,Двухместная комната,2
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",64,Двухместная комната,2
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",65,Двухместная комната,2
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",66,Двухместная комната,2
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",67,Двухместная комната,2
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",68,Двухместная комната,2
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",69,Двухместная комната,2
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",70,Двухместная комната,2
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",71,Двухместная комната,2
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",72,Двухместная комната,2
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",73,Двухместная комната,2
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",74,Двухместная комната,2
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",75,Двухместная комната,2
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",76,Двухместная комната,2
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",77,Двухместная комната,2
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",78,Двухместная комната,2
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",79,Двухместная комната,2
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",80,Двухместная комната,2
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",81,Двухместная комната,2
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",82,Двухместная комната,2
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",83,Двухместная комната,2
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",84,Двухместная комната,2
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",85,Четырехместная комната,4
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",86,Четырехместная комната,4
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",87,Четырехместная комната,4
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",88,Четырехместная комната,4
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",89,Четырехместная комната,4
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",90,Четырехместная комната,4
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",91,Четырехместная комната,4
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",92,Четырехместная комната,4
7,Общежитие №7,"Москва, 1-й Саратовский проезд, д. 5 к.2",93,Четырехместная комната,4
